event_id,cumulative_total_tokens,reported_last_total_tokens,observed_delta_total_tokens,cumulative_input,reported_last_input,observed_delta_input,cumulative_cached_input,reported_last_cached_input,observed_delta_cached_input,cumulative_cache_write_input,reported_last_cache_write_input,observed_delta_cache_write_input,cumulative_output,reported_last_output,observed_delta_output,cumulative_reasoning_output,reported_last_reasoning_output,observed_delta_reasoning_output
8919,123629675,13984,0,122607565,0,0,116470912,0,0,0,0,0,1022110,0,0,492743,0,0
8930,123651334,21659,21659,122628961,21396,21396,116482816,11904,11904,0,0,0,1022373,263,263,492775,32,32
8937,123675826,24492,24492,122653218,24257,24257,116504064,21248,21248,0,0,0,1022608,235,235,492775,0,0
8945,123707156,31330,31330,122684361,31143,31143,116528128,24064,24064,0,0,0,1022795,187,187,492810,35,35
8955,123744933,37777,37777,122721522,37161,37161,116559104,30976,30976,0,0,0,1023411,616,616,493005,195,195
8961,123784339,39406,39406,122760474,38952,38952,116596096,36992,36992,0,0,0,1023865,454,454,493005,0,0
8968,123831185,46846,46846,122807114,46640,46640,116634880,38784,38784,0,0,0,1024071,206,206,493032,27,27
8977,123886848,55663,55663,122862482,55368,55368,116681344,46464,46464,0,0,0,1024366,295,295,493045,13,13
8984,123948767,61919,61919,122924259,61777,61777,116736512,55168,55168,0,0,0,1024508,142,142,493070,25,25
8993,124017217,68450,68450,122992247,67988,67988,116798080,61568,61568,0,0,0,1024970,462,462,493363,293,293
9005,124096072,78855,78855,123070301,78054,78054,116865920,67840,67840,0,0,0,1025771,801,801,493898,535,535
9015,124184909,88837,88837,123158190,87889,87889,116943744,77824,77824,0,0,0,1026719,948,948,494672,774,774
9025,124282620,97711,97711,123254713,96523,96523,117031424,87680,87680,0,0,0,1027907,1188,1188,495706,1034,1034
9037,124389685,107065,107065,123360780,106067,106067,117127808,96384,96384,0,0,0,1028905,998,998,496398,692,692
9046,124505184,115499,115499,123476008,115228,115228,117233664,105856,105856,0,0,0,1029176,271,271,496502,104,104
9054,124624665,119481,119481,123593567,117559,117559,117348736,115072,115072,0,0,0,1031098,1922,1922,496639,137,137
9062,124744768,120103,120103,123713498,119931,119931,117465856,117120,117120,0,0,0,1031270,172,172,496653,14,14
9071,124869967,125199,125199,123838232,124734,124734,117585664,119808,119808,0,0,0,1031735,465,465,496874,221,221
9078,125007395,137428,137428,123973066,134834,134834,117710336,124672,124672,0,0,0,1034329,2594,2594,497390,516,516
9088,125146413,139018,139018,124110525,137459,137459,117845120,134784,134784,0,0,0,1035888,1559,1559,497830,440,440
9095,125286763,140350,140350,124250170,139645,139645,117982464,137344,137344,0,0,0,1036593,705,705,498013,183,183
9104,125430606,143843,143843,124393097,142927,142927,118121984,139520,139520,0,0,0,1037509,916,916,498031,18,18
9112,125578141,147535,147535,124537765,144668,144668,118264832,142848,142848,0,0,0,1040376,2867,2867,498547,516,516
9120,125726662,148521,148521,124685576,147811,147811,118409344,144512,144512,0,0,0,1041086,710,710,498961,414,414
9127,125880499,153837,153837,124838839,153263,153263,118557056,147712,147712,0,0,0,1041660,574,574,499120,159,159
9134,126039086,158587,158587,124996737,157898,157898,118710272,153216,153216,0,0,0,1042349,689,689,499581,461,461
9138,126197831,158745,158745,125155396,158659,158659,118868096,157824,157824,0,0,0,1042435,86,86,499581,0,0
9152,126358170,160339,160339,125315412,160016,160016,119026688,158592,158592,0,0,0,1042758,323,323,499711,130,130
9160,126524417,166247,166247,125481343,165931,165931,119186560,159872,159872,0,0,0,1043074,316,316,499751,40,40
9168,126699646,175229,175229,125656043,174700,174700,119352448,165888,165888,0,0,0,1043603,529,529,500020,269,269
9184,126888203,188557,188557,125842646,186603,186603,119527040,174592,174592,0,0,0,1045557,1954,1954,501741,1721,1721
9192,127085157,196954,196954,126039255,196609,196609,119713536,186496,186496,0,0,0,1045902,345,345,501784,43,43
9202,127291678,206521,206521,126244774,205519,205519,119910016,196480,196480,0,0,0,1046904,1002,1002,502532,748,748
9214,127503632,211954,211954,126455018,210244,210244,120115456,205440,205440,0,0,0,1048614,1710,1710,503954,1422,1422
9221,127726449,222817,222817,126677643,222625,222625,120325632,210176,210176,0,0,0,1048806,192,192,503992,38,38
9233,127958323,231874,231874,126907832,230189,230189,120548224,222592,222592,0,0,0,1050491,1685,1685,505462,1470,1470
9259,128207491,249168,249168,127151932,244100,244100,120778368,230144,230144,0,0,0,1055559,5068,5068,510353,4891,4891
9265,128207491,13216,0,127151932,0,0,120778368,0,0,0,0,0,1055559,0,0,510353,0,0
9276,128228207,20716,20716,127172393,20461,20461,120790272,11904,11904,0,0,0,1055814,255,255,510421,68,68
9283,128251526,23319,23319,127195478,23085,23085,120810496,20224,20224,0,0,0,1056048,234,234,510421,0,0
9291,128277489,25963,25963,127221175,25697,25697,120833408,22912,22912,0,0,0,1056314,266,266,510456,35,35
9298,128314388,36899,36899,127257980,36805,36805,120858880,25472,25472,0,0,0,1056408,94,94,510475,19,19
9305,128351647,37259,37259,127295003,37023,37023,120895488,36608,36608,0,0,0,1056644,236,236,510489,14,14
9314,128389462,37815,37815,127332356,37353,37353,120932352,36864,36864,0,0,0,1057106,462,462,510500,11,11
9323,128431544,42082,42082,127374118,41762,41762,120969472,37120,37120,0,0,0,1057426,320,320,510622,122,122
9330,128485494,53950,53950,127427285,53167,53167,121011072,41600,41600,0,0,0,1058209,783,783,511138,516,516
9339,128543594,58100,58100,127485046,57761,57761,121064064,52992,52992,0,0,0,1058548,339,339,511241,103,103
9348,128606123,62529,62529,127547359,62313,62313,121121664,57600,57600,0,0,0,1058764,216,216,511289,48,48
9359,128678604,72481,72481,127618993,71634,71634,121183744,62080,62080,0,0,0,1059611,847,847,511805,516,516
9366,128761651,83047,83047,127701828,82835,82835,121255168,71424,71424,0,0,0,1059823,212,212,511919,114,114
9374,128848864,87213,87213,127788621,86793,86793,121337856,82688,82688,0,0,0,1060243,420,420,512164,245,245
9382,128942251,93387,93387,127881282,92661,92661,121424512,86656,86656,0,0,0,1060969,726,726,512679,515,515
9390,129043148,100897,100897,127981896,100614,100614,121517056,92544,92544,0,0,0,1061252,283,283,512760,81,81
9397,129148870,105722,105722,128087496,105600,105600,121617536,100480,100480,0,0,0,1061374,122,122,512784,24,24
9404,129261215,112345,112345,128199383,111887,111887,121723008,105472,105472,0,0,0,1061832,458,458,513122,338,338
9412,129377481,116266,116266,128313255,113872,113872,121834752,111744,111744,0,0,0,1064226,2394,2394,513183,61,61
9421,129495317,117836,117836,128430602,117347,117347,121948416,113664,113664,0,0,0,1064715,489,489,513319,136,136
9432,129614627,119310,119310,128549334,118732,118732,122065536,117120,117120,0,0,0,1065293,578,578,513547,228,228
9438,129734210,119583,119583,128668839,119505,119505,122184064,118528,118528,0,0,0,1065371,78,78,513547,0,0
9447,129859875,125665,125665,128792619,123780,123780,122303360,119296,119296,0,0,0,1067256,1885,1885,514581,1034,1034
9454,129990215,130340,130340,128922772,130153,130153,122426624,123264,123264,0,0,0,1067443,187,187,514617,36,36
9461,130121800,131585,131585,129053330,130558,130558,122556672,130048,130048,0,0,0,1068470,1027,1027,514637,20,20
9475,130255274,133474,133474,129184939,131609,131609,122687104,130432,130432,0,0,0,1070335,1865,1865,516360,1723,1723
9482,130392217,136943,136943,129321798,136859,136859,122818560,131456,131456,0,0,0,1070419,84,84,516375,15,15
9495,130536411,144194,144194,129463883,142085,142085,122955264,136704,136704,0,0,0,1072528,2109,2109,518384,2009,2009
9503,130687414,151003,151003,129614731,150848,150848,123097216,141952,141952,0,0,0,1072683,155,155,518406,22,22
9511,130842814,155400,155400,129769877,155146,155146,123248000,150784,150784,0,0,0,1072937,254,254,518436,30,30
9519,131002140,159326,159326,129928994,159117,159117,123403008,155008,155008,0,0,0,1073146,209,209,518484,48,48
9527,131167878,165738,165738,130094003,165009,165009,123561984,158976,158976,0,0,0,1073875,729,729,518941,457,457
9534,131339796,171918,171918,130265709,171706,171706,123726848,164864,164864,0,0,0,1074087,212,212,519052,111,111
9541,131514530,174734,174734,130440017,174308,174308,123898496,171648,171648,0,0,0,1074513,426,426,519376,324,324
9550,131693295,178765,178765,130618481,178464,178464,124072704,174208,174208,0,0,0,1074814,301,301,519389,13,13
9561,131877304,184009,184009,130801315,182834,182834,124251008,178304,178304,0,0,0,1075989,1175,1175,520335,946,946
9569,132066368,189064,189064,130990218,188903,188903,124433792,182784,182784,0,0,0,1076150,161,161,520356,21,21
9579,132262304,195936,195936,131184833,194615,194615,124622592,188800,188800,0,0,0,1077471,1321,1321,521357,1001,1001
9587,132458669,196365,196365,131381033,196200,196200,124817152,194560,194560,0,0,0,1077636,165,165,521366,9,9
9595,132657787,199118,199118,131578102,197069,197069,125013248,196096,196096,0,0,0,1079685,2049,2049,521626,260,260
9603,132857447,199660,199660,131777400,199298,199298,125210240,196992,196992,0,0,0,1080047,362,362,521785,159,159
9610,133059437,201990,201990,131979243,201843,201843,125409408,199168,199168,0,0,0,1080194,147,147,521814,29,29
9618,133266412,206975,206975,132184460,205217,205217,125610752,201344,201344,0,0,0,1081952,1758,1758,522077,263,263
9628,133473861,207449,207449,132391511,207051,207051,125815936,205184,205184,0,0,0,1082350,398,398,522192,115,115
9634,133682244,208383,208383,132599656,208145,208145,126022912,206976,206976,0,0,0,1082588,238,238,522368,176,176
9649,133892687,210443,210443,132809312,209656,209656,126231040,208128,208128,0,0,0,1083375,787,787,522884,516,516
9657,134106356,213669,213669,133022758,213446,213446,126440576,209536,209536,0,0,0,1083598,223,223,522939,55,55
9669,134325696,219340,219340,133240406,217648,217648,126653952,213376,213376,0,0,0,1085290,1692,1692,524491,1552,1552
9676,134551436,225740,225740,133463549,223143,223143,126871552,217600,217600,0,0,0,1087887,2597,2597,525007,516,516
9684,134777476,226040,226040,133689347,225798,225798,127094656,223104,223104,0,0,0,1088129,242,242,525055,48,48
9694,135004997,227521,227521,133915841,226494,226494,127320448,225792,225792,0,0,0,1089156,1027,1027,525929,874,874
9704,135236661,231664,231664,134145624,229783,229783,127546880,226432,226432,0,0,0,1091037,1881,1881,526606,677,677
9718,135470961,234300,234300,134377571,231947,231947,127776640,229760,229760,0,0,0,1093390,2353,2353,528676,2070,2070
9730,135708220,237259,237259,134613266,235695,235695,128008576,231936,231936,0,0,0,1094954,1564,1564,530118,1442,1442
9741,135949848,241628,241628,134853113,239847,239847,128244224,235648,235648,0,0,0,1096735,1781,1781,531451,1333,1333
9751,136195431,245583,245583,135098440,245327,245327,128483968,239744,239744,0,0,0,1096991,256,256,531486,35,35
9758,136195431,12933,0,135098440,0,0,128483968,0,0,0,0,0,1096991,0,0,531486,0,0
9768,136215877,20446,20446,135118655,20215,20215,128495872,11904,11904,0,0,0,1097222,231,231,531550,64,64
9774,136239074,23197,23197,135141622,22967,22967,128515968,20096,20096,0,0,0,1097452,230,230,531550,0,0
9783,136264830,25756,25756,135167031,25409,25409,128538752,22784,22784,0,0,0,1097799,347,347,531647,97,97
9793,136301221,36391,36391,135203026,35995,35995,128563968,25216,25216,0,0,0,1098195,396,396,531772,125,125
9800,136350816,49595,49595,135250460,47434,47434,128599808,35840,35840,0,0,0,1100356,2161,2161,532207,435,435
9806,136400688,49872,49872,135300079,49619,49619,128647040,47232,47232,0,0,0,1100609,253,253,532207,0,0
9815,136457874,57186,57186,135356382,56303,56303,128696448,49408,49408,0,0,0,1101492,883,883,532723,516,516
9824,136519337,61463,61463,135417422,61040,61040,128752512,56064,56064,0,0,0,1101915,423,423,532762,39,39
9832,136586691,67354,67354,135482873,65451,65451,128813312,60800,60800,0,0,0,1103818,1903,1903,533278,516,516
9839,136654270,67579,67579,135550252,67379,67379,128878592,65280,65280,0,0,0,1104018,200,200,533304,26,26
9847,136723892,69622,69622,135619495,69243,69243,128945792,67200,67200,0,0,0,1104397,379,379,533486,182,182
9855,136799837,75945,75945,135694446,74951,74951,129014912,69120,69120,0,0,0,1105391,994,994,533522,36,36
9863,136877524,77687,77687,135771024,76578,76578,129089664,74752,74752,0,0,0,1106500,1109,1109,533941,419,419
9873,136956044,78520,78520,135849034,78010,78010,129166080,76416,76416,0,0,0,1107010,510,510,534156,215,215
9880,137038367,82323,82323,135930602,81568,81568,129243904,77824,77824,0,0,0,1107765,755,755,534672,516,516
9887,137121690,83323,83323,136013191,82589,82589,129325312,81408,81408,0,0,0,1108499,734,734,535188,516,516
9895,137205913,84223,84223,136097175,83984,83984,129407744,82432,82432,0,0,0,1108738,239,239,535328,140,140
9906,137292660,86747,86747,136181775,84600,84600,129491584,83840,83840,0,0,0,1110885,2147,2147,535961,633,633
9913,137379875,87215,87215,136268582,86807,86807,129576064,84480,84480,0,0,0,1111293,408,408,536220,259,259
9922,137468143,88268,88268,136356647,88065,88065,129662720,86656,86656,0,0,0,1111496,203,203,536249,29,29
9927,137557466,89323,89323,136445932,89285,89285,129750656,87936,87936,0,0,0,1111534,38,38,536249,0,0
9935,137649847,92381,92381,136538000,92068,92068,129839744,89088,89088,0,0,0,1111847,313,313,536289,40,40
9941,137743670,93823,93823,136630448,92448,92448,129931136,91392,91392,0,0,0,1113222,1375,1375,536289,0,0
9949,137840855,97185,97185,136727050,96602,96602,130023424,92288,92288,0,0,0,1113805,583,583,536338,49,49
9956,137942903,102048,102048,136828947,101897,101897,130119424,96000,96000,0,0,0,1113956,151,151,536370,32,32
9965,138047924,105021,105021,136931780,102833,102833,130221184,101760,101760,0,0,0,1116144,2188,2188,536886,516,516
9973,138154448,106524,106524,137038010,106230,106230,130323840,102656,102656,0,0,0,1116438,294,294,537006,120,120
9985,138262985,108537,108537,137144846,106836,106836,130429824,105984,105984,0,0,0,1118139,1701,1701,538558,1552,1552
9997,138375452,112467,112467,137256324,111478,111478,130536448,106624,106624,0,0,0,1119128,989,989,539280,722,722
10003,138495694,120242,120242,137374718,118394,118394,130647680,111232,111232,0,0,0,1120976,1848,1848,539796,516,516
10011,138616834,121140,121140,137495024,120306,120306,130765824,118144,118144,0,0,0,1121810,834,834,539826,30,30
10019,138739382,122548,122548,137616221,121197,121197,130885888,120064,120064,0,0,0,1123161,1351,1351,539856,30,30
10033,138865253,125871,125871,137739708,123487,123487,131006848,120960,120960,0,0,0,1125545,2384,2384,541926,2070,2070
10041,138997679,132426,132426,137871741,132033,132033,131130112,123264,123264,0,0,0,1125938,393,393,542141,215,215
10049,139138308,140629,140629,138012197,140456,140456,131261952,131840,131840,0,0,0,1126111,173,173,542153,12,12
10057,139284694,146386,146386,138158134,145937,145937,131402240,140288,140288,0,0,0,1126560,449,449,542281,128,128
10067,139435197,150503,150503,138308269,150135,150135,131548032,145792,145792,0,0,0,1126928,368,368,542381,100,100
10076,139589644,154447,154447,138461789,153520,153520,131697920,149888,149888,0,0,0,1127855,927,927,542934,553,553
10086,139749535,159891,159891,138620588,158799,158799,131851264,153344,153344,0,0,0,1128947,1092,1092,543897,963,963
10093,139912688,163153,163153,138783551,162963,162963,132009856,158592,158592,0,0,0,1129137,190,190,543910,13,13
10101,140079513,166825,166825,138948859,165308,165308,132172672,162816,162816,0,0,0,1130654,1517,1517,544304,394,394
10115,140251078,171565,171565,139118430,169571,169571,132337792,165120,165120,0,0,0,1132648,1994,1994,546113,1809,1809
10125,140424391,173313,173313,139290285,171855,171855,132506752,168960,168960,0,0,0,1134106,1458,1458,546142,29,29
10134,140601010,176619,176619,139465816,175531,175531,132678528,171776,171776,0,0,0,1135194,1088,1088,547124,982,982
10143,140785815,184805,184805,139647190,181374,181374,132853888,175360,175360,0,0,0,1138625,3431,3431,547974,850,850
10151,140971260,185445,185445,139832059,184869,184869,133035136,181248,181248,0,0,0,1139201,576,576,548415,441,441
10161,141158392,187132,187132,140018386,186327,186327,133219840,184704,184704,0,0,0,1140006,805,805,548901,486,486
10169,141348798,190406,190406,140208601,190215,190215,133406080,186240,186240,0,0,0,1140197,191,191,549014,113,113
10177,141544324,195526,195526,140402676,194075,194075,133596160,190080,190080,0,0,0,1141648,1451,1451,549530,516,516
10185,141740572,196248,196248,140598335,195659,195659,133789696,193536,193536,0,0,0,1142237,589,589,549974,444,444
10193,141938078,197506,197506,140795396,197061,197061,133985280,195584,195584,0,0,0,1142682,445,445,550242,268,268
10201,142143936,205858,205858,140999105,203709,203709,134182272,196992,196992,0,0,0,1144831,2149,2149,550612,370,370
10211,142351231,207295,207295,141204991,205886,205886,134385920,203648,203648,0,0,0,1146240,1409,1409,551339,727,727
10223,142560156,208925,208925,141412631,207640,207640,134591744,205824,205824,0,0,0,1147525,1285,1285,551963,624,624
10232,142771551,211395,211395,141622984,210353,210353,134799360,207616,207616,0,0,0,1148567,1042,1042,552827,864,864
10239,142983299,211748,211748,141834612,211628,211628,135009664,210304,210304,0,0,0,1148687,120,120,552858,31,31
10246,143195707,212408,212408,142046930,212318,212318,135221248,211584,211584,0,0,0,1148777,90,90,552877,19,19
10254,143413310,217603,217603,142262801,215871,215871,135433472,212224,212224,0,0,0,1150509,1732,1732,553393,516,516
10261,143632120,218810,218810,142481436,218635,218635,135649280,215808,215808,0,0,0,1150684,175,175,553495,102,102
