event_id,cumulative_total_tokens,reported_last_total_tokens,observed_delta_total_tokens,cumulative_input,reported_last_input,observed_delta_input,cumulative_cached_input,reported_last_cached_input,observed_delta_cached_input,cumulative_cache_write_input,reported_last_cache_write_input,observed_delta_cache_write_input,cumulative_output,reported_last_output,observed_delta_output,cumulative_reasoning_output,reported_last_reasoning_output,observed_delta_reasoning_output
15260,214819333,143687,143687,213123117,142178,142178,203034880,128896,128896,0,0,0,1696216,1509,1509,820640,1297,1297
15267,214968162,148829,148829,213267818,144701,144701,203176576,141696,141696,0,0,0,1700344,4128,4128,820650,10,10
15275,215119238,151076,151076,213416671,148853,148853,203321088,144512,144512,0,0,0,1702567,2223,2223,821166,516,516
15285,215271108,151870,151870,213567985,151314,151314,203469824,148736,148736,0,0,0,1703123,556,556,821419,253,253
15295,215424683,153575,153575,213721005,153020,153020,203620992,151168,151168,0,0,0,1703678,555,555,821804,385,385
15302,215582073,157390,157390,213878109,157104,157104,203773824,152832,152832,0,0,0,1703964,286,286,822022,218,218
15310,215743408,161335,161335,214038421,160312,160312,203930752,156928,156928,0,0,0,1704987,1023,1023,822267,245,245
15320,215905426,162018,162018,214199820,161399,161399,204090880,160128,160128,0,0,0,1705606,619,619,822783,516,516
15327,216080422,174996,174996,214371259,171439,171439,204252160,161280,161280,0,0,0,1709163,3557,3557,823024,241,241
15337,216257319,176897,176897,214546279,175020,175020,204423040,170880,170880,0,0,0,1711040,1877,1877,823378,354,354
15346,216434615,177296,177296,214723288,177009,177009,204597888,174848,174848,0,0,0,1711327,287,287,823449,71,71
15355,216613507,178892,178892,214900836,177548,177548,204774784,176896,176896,0,0,0,1712671,1344,1344,823750,301,301
15366,216793284,179777,179777,215079848,179012,179012,204952192,177408,177408,0,0,0,1713436,765,765,824104,354,354
15374,216974056,180772,180772,215260512,180664,180664,205131008,178816,178816,0,0,0,1713544,108,108,824111,7,7
15382,217156601,182545,182545,215442503,181991,181991,205311488,180480,180480,0,0,0,1714098,554,554,824446,335,335
15391,217348121,191520,191520,215633716,191213,191213,205493376,181888,181888,0,0,0,1714405,307,307,824504,58,58
15402,217548664,200543,200543,215832676,198960,198960,205684480,191104,191104,0,0,0,1715988,1583,1583,825995,1491,1491
15412,217757368,208704,208704,216041159,208483,208483,205883264,198784,198784,0,0,0,1716209,221,221,826020,25,25
15419,217977536,220168,220168,216261137,219978,219978,206091520,208256,208256,0,0,0,1716399,190,190,826065,45,45
15428,218206916,229380,229380,216489839,228702,228702,206311296,219776,219776,0,0,0,1717077,678,678,826670,605,605
15436,218444409,237493,237493,216727018,237179,237179,206539776,228480,228480,0,0,0,1717391,314,314,826806,136,136
15444,218686002,241593,241593,216968029,241011,241011,206776832,237056,237056,0,0,0,1717973,582,582,827255,449,449
15450,218686002,13377,0,216968029,0,0,206776832,0,0,0,0,0,1717973,0,0,827255,0,0
15456,218707074,21072,21072,216989042,21013,21013,206788736,11904,11904,0,0,0,1718032,59,59,827255,0,0
15467,218729008,21934,21934,217010581,21539,21539,206809600,20864,20864,0,0,0,1718427,395,395,827336,81,81
15476,218759938,30930,30930,217041216,30635,30635,206830976,21376,21376,0,0,0,1718722,295,295,827463,127,127
15484,218800406,40468,40468,217081524,40308,40308,206861440,30464,30464,0,0,0,1718882,160,160,827498,35,35
15492,218849407,49001,49001,217130144,48620,48620,206901632,40192,40192,0,0,0,1719263,381,381,827796,298,298
15504,218906952,57545,57545,217186458,56314,56314,206950016,48384,48384,0,0,0,1720494,1231,1231,828830,1034,1034
15512,218975874,68922,68922,217255191,68733,68733,207006208,56192,56192,0,0,0,1720683,189,189,828877,47,47
15518,219045940,70066,70066,217324391,69200,69200,207074816,68608,68608,0,0,0,1721549,866,866,828877,0,0
15527,219118380,72440,72440,217396677,72286,72286,207143808,68992,68992,0,0,0,1721703,154,154,828911,34,34
15535,219200545,82165,82165,217478259,81582,81582,207216000,72192,72192,0,0,0,1722286,583,583,829378,467,467
15551,219294335,93790,93790,217568656,90397,90397,207297408,81408,81408,0,0,0,1725679,3393,3393,831065,1687,1687
15560,219389344,95009,95009,217662630,93974,93974,207387648,90240,90240,0,0,0,1726714,1035,1035,831581,516,516
15567,219493758,104414,104414,217766718,104088,104088,207481472,93824,93824,0,0,0,1727040,326,326,831791,210,210
15574,219606622,112864,112864,217878997,112279,112279,207585408,103936,103936,0,0,0,1727625,585,585,832256,465,465
15581,219727703,121081,121081,217999480,120483,120483,207697536,112128,112128,0,0,0,1728223,598,598,832750,494,494
15591,219857902,130199,130199,218128568,129088,129088,207817856,120320,120320,0,0,0,1729334,1111,1111,833624,874,874
15599,219997213,139311,139311,218267675,139107,139107,207946752,128896,128896,0,0,0,1729538,204,204,833632,8,8
15606,220136792,139579,139579,218407157,139482,139482,208085760,139008,139008,0,0,0,1729635,97,97,833652,20,20
15614,220284640,147848,147848,218554718,147561,147561,208225024,139264,139264,0,0,0,1729922,287,287,833667,15,15
15624,220441313,156673,156673,218710986,156268,156268,208372480,147456,147456,0,0,0,1730327,405,405,833710,43,43
15632,220607244,165931,165931,218876357,165371,165371,208528640,156160,156160,0,0,0,1730887,560,560,833976,266,266
15640,220781733,174489,174489,219050187,173830,173830,208693888,165248,165248,0,0,0,1731546,659,659,834472,496,496
15648,220968083,186350,186350,219236337,186150,186150,208867584,173696,173696,0,0,0,1731746,200,200,834568,96,96
15656,221165432,197349,197349,219432964,196627,196627,209053568,185984,185984,0,0,0,1732468,722,722,835084,516,516
15663,221365834,200402,200402,219633146,200182,200182,209250048,196480,196480,0,0,0,1732688,220,220,835105,21,21
15678,221572708,206874,206874,219838061,204915,204915,209450112,200064,200064,0,0,0,1734647,1959,1959,836918,1813,1813
15685,221788612,215904,215904,220053426,215365,215365,209654912,204800,204800,0,0,0,1735186,539,539,837057,139,139
15695,222004893,216281,216281,220269429,216003,216003,209870080,215168,215168,0,0,0,1735464,278,278,837074,17,17
15706,222227877,222984,222984,220491293,221864,221864,210085888,215808,215808,0,0,0,1736584,1120,1120,838075,1001,1001
15719,222460231,232354,232354,220719564,228271,228271,210307200,221312,221312,0,0,0,1740667,4083,4083,839424,1349,1349
15732,222695332,235101,235101,220951978,232414,232414,210534912,227712,227712,0,0,0,1743354,2687,2687,840458,1034,1034
15740,222936573,241241,241241,221193083,241105,241105,210767104,232192,232192,0,0,0,1743490,136,136,840540,82,82
15748,223178659,242086,242086,221434749,241666,241666,211008128,241024,241024,0,0,0,1743910,420,420,840671,131,131
15758,223422905,244246,244246,221676925,242176,242176,211249664,241536,241536,0,0,0,1745980,2070,2070,841187,516,516
15764,223422905,13113,0,221676925,0,0,211249664,0,0,0,0,0,1745980,0,0,841187,0,0
15774,223443934,21029,21029,221697750,20825,20825,211261568,11904,11904,0,0,0,1746184,204,204,841215,28,28
15780,223465890,21956,21956,221719525,21775,21775,211282176,20608,20608,0,0,0,1746365,181,181,841215,0,0
15788,223491187,25297,25297,221744583,25058,25058,211303808,21632,21632,0,0,0,1746604,239,239,841230,15,15
15799,223520301,29114,29114,221773073,28490,28490,211328640,24832,24832,0,0,0,1747228,624,624,841391,161,161
15806,223552162,31861,31861,221804677,31604,31604,211356928,28288,28288,0,0,0,1747485,257,257,841436,45,45
15816,223593822,41660,41660,221845928,41251,41251,211388416,31488,31488,0,0,0,1747894,409,409,841446,10,10
15828,223644593,50771,50771,221896378,50450,50450,211429504,41088,41088,0,0,0,1748215,321,321,841505,59,59
15840,223703638,59045,59045,221955095,58717,58717,211479808,50304,50304,0,0,0,1748543,328,328,841596,91,91
15847,223780270,76632,76632,222027351,72256,72256,211538048,58240,58240,0,0,0,1752919,4376,4376,841746,150,150
15860,223858779,78509,78509,222104008,76657,76657,211609856,71808,71808,0,0,0,1754771,1852,1852,841864,118,118
15869,223938816,80037,80037,222183369,79361,79361,211686400,76544,76544,0,0,0,1755447,676,676,841974,110,110
15877,224020037,81221,81221,222264436,81067,81067,211765632,79232,79232,0,0,0,1755601,154,154,841997,23,23
15884,224108266,88229,88229,222352550,88114,88114,211846528,80896,80896,0,0,0,1755716,115,115,842021,24,24
15891,224198591,90325,90325,222442756,90206,90206,211934464,87936,87936,0,0,0,1755835,119,119,842041,20,20
15902,224297639,99048,99048,222540620,97864,97864,212024576,90112,90112,0,0,0,1757019,1184,1184,843075,1034,1034
15909,224404823,107184,107184,222647205,106585,106585,212122240,97664,97664,0,0,0,1757618,599,599,843591,516,516
15917,224520526,115703,115703,222762251,115046,115046,212228736,106496,106496,0,0,0,1758275,657,657,844107,516,516
15932,224649459,128933,128933,222888917,126666,126666,212343680,114944,114944,0,0,0,1760542,2267,2267,846284,2177,2177
15939,224786577,137118,137118,223025748,136831,136831,212470144,126464,126464,0,0,0,1760829,287,287,846486,202,202
15952,224932586,146009,146009,223170777,145029,145029,212606848,136704,136704,0,0,0,1761809,980,980,847227,741,741
15959,225092048,159462,159462,223327784,157007,157007,212751744,144896,144896,0,0,0,1764264,2455,2455,847384,157,157
15967,225251711,159663,159663,223487268,159484,159484,212908672,156928,156928,0,0,0,1764443,179,179,847406,22,22
15976,225420165,168454,168454,223655035,167767,167767,213068032,159360,159360,0,0,0,1765130,687,687,847757,351,351
15984,225598156,177991,177991,223832335,177300,177300,213235712,167680,167680,0,0,0,1765821,691,691,847774,17,17
15991,225776539,178383,178383,224010529,178194,178194,213412864,177152,177152,0,0,0,1766010,189,189,847827,53,53
15998,225965147,188608,188608,224198909,188380,188380,213590912,178048,178048,0,0,0,1766238,228,228,847982,155,155
16010,226160885,195738,195738,224393786,194877,194877,213779200,188288,188288,0,0,0,1767099,861,861,848582,600,600
16018,226367805,206920,206920,224598785,204999,204999,213974016,194816,194816,0,0,0,1769020,1921,1921,848783,201,201
16026,226575570,207765,207765,224806218,207433,207433,214178944,204928,204928,0,0,0,1769352,332,332,848956,173,173
16037,226789191,213621,213621,225017794,211576,211576,214386304,207360,207360,0,0,0,1771397,2045,2045,849990,1034,1034
16046,227003164,213973,213973,225231548,213754,213754,214597760,211456,211456,0,0,0,1771616,219,219,850052,62,62
16055,227219462,216298,216298,225447081,215533,215533,214811392,213632,213632,0,0,0,1772381,765,765,850217,165,165
16065,227437915,218453,218453,225664499,217418,217418,215026816,215424,215424,0,0,0,1773416,1035,1035,851156,939,939
16076,227657868,219953,219953,225883354,218855,218855,215244160,217344,217344,0,0,0,1774514,1098,1098,851495,339,339
16089,227882137,224269,224269,226106143,222789,222789,215462912,218752,218752,0,0,0,1775994,1480,1480,852803,1308,1308
16097,228108523,226386,226386,226331508,225365,225365,215685120,222208,222208,0,0,0,1777015,1021,1021,853300,497,497
16109,228336619,228096,228096,226559097,227589,227589,215910272,225152,225152,0,0,0,1777522,507,507,853638,338,338
16116,228567317,230698,230698,226788701,229604,229604,216137728,227456,227456,0,0,0,1778616,1094,1094,853871,233,233
16128,228799449,232132,232132,227019461,230760,230760,216367104,229376,229376,0,0,0,1779988,1372,1372,855123,1252,1252
16136,229040136,240687,240687,227260019,240558,240558,216597632,230528,230528,0,0,0,1780117,129,129,855139,16,16
16142,229040136,13428,0,227260019,0,0,216597632,0,0,0,0,0,1780117,0,0,855139,0,0
16153,229061757,21621,21621,227281380,21361,21361,216609536,11904,11904,0,0,0,1780377,260,260,855165,26,26
16161,229089406,27649,27649,227308745,27365,27365,216630656,21120,21120,0,0,0,1780661,284,284,855213,48,48
16169,229120588,31182,31182,227339727,30982,30982,216657792,27136,27136,0,0,0,1780861,200,200,855245,32,32
16177,229159856,39268,39268,227378721,38994,38994,216688640,30848,30848,0,0,0,1781135,274,274,855281,36,36
16189,229205751,45895,45895,227424101,45380,45380,216727424,38784,38784,0,0,0,1781650,515,515,855437,156,156
16197,229254579,48828,48828,227472829,48728,48728,216772608,45184,45184,0,0,0,1781750,100,100,855437,0,0
16204,229313692,59113,59113,227531791,58962,58962,216821120,48512,48512,0,0,0,1781901,151,151,855503,66,66
16211,229385529,71837,71837,227600067,68276,68276,216879488,58368,58368,0,0,0,1785462,3561,3561,856019,516,516
16220,229458385,72856,72856,227671929,71862,71862,216947712,68224,68224,0,0,0,1786456,994,994,856208,189,189
16230,229541260,82875,82875,227753903,81974,81974,217019520,71808,71808,0,0,0,1787357,901,901,856229,21,21
16239,229634272,93012,93012,227846606,92703,92703,217101440,81920,81920,0,0,0,1787666,309,309,856239,10,10
16247,229741945,107673,107673,227953555,106949,106949,217194112,92672,92672,0,0,0,1788390,724,724,856755,516,516
16255,229860268,118323,118323,228071498,117943,117943,217300992,106880,106880,0,0,0,1788770,380,380,856796,41,41
16267,229989685,129417,129417,228200173,128675,128675,217418880,117888,117888,0,0,0,1789512,742,742,857312,516,516
16278,230131003,141318,141318,228339260,139087,139087,217547520,128640,128640,0,0,0,1791743,2231,2231,858346,1034,1034
16286,230281043,150040,150040,228488644,149384,149384,217686528,139008,139008,0,0,0,1792399,656,656,858862,516,516
16293,230437130,156087,156087,228644134,155490,155490,217835776,149248,149248,0,0,0,1792996,597,597,859378,516,516
16301,230601946,164816,164816,228808143,164009,164009,217991168,155392,155392,0,0,0,1793803,807,807,859894,516,516
16314,230779678,177732,177732,228983712,175569,175569,218155008,163840,163840,0,0,0,1795966,2163,2163,861964,2070,2070
16327,230966172,186494,186494,229169203,185491,185491,218330496,175488,175488,0,0,0,1796969,1003,1003,862683,719,719
16334,231164093,197921,197921,229366989,197786,197786,218515840,185344,185344,0,0,0,1797104,135,135,862746,63,63
16342,231372257,208164,208164,229574949,207960,207960,218713472,197632,197632,0,0,0,1797308,204,204,862795,49,49
16351,231591288,219031,219031,229793045,218096,218096,218921344,207872,207872,0,0,0,1798243,935,935,863440,645,645
16361,231813833,222545,222545,230014753,221708,221708,219139328,217984,217984,0,0,0,1799080,837,837,864070,630,630
16369,232043777,229944,229944,230243954,229201,229201,219360896,221568,221568,0,0,0,1799823,743,743,864575,505,505
16388,232280581,236804,236804,230478186,234232,234232,219590016,229120,229120,0,0,0,1802395,2572,2572,866990,2415,2415
16394,232280581,13116,0,230478186,0,0,219590016,0,0,0,0,0,1802395,0,0,866990,0,0
16400,232301280,20699,20699,230498826,20640,20640,219601920,11904,11904,0,0,0,1802454,59,59,866990,0,0
16411,232322707,21427,21427,230519993,21167,21167,219622400,20480,20480,0,0,0,1802714,260,260,867016,26,26
16420,232346569,23862,23862,230543581,23588,23588,219643392,20992,20992,0,0,0,1802988,274,274,867041,25,25
16428,232378329,31760,31760,230575168,31587,31587,219666816,23424,23424,0,0,0,1803161,173,173,867071,30,30
16437,232422652,44323,44323,230617400,42232,42232,219698176,31360,31360,0,0,0,1805252,2091,2091,867094,23,23
16445,232467792,45140,45140,230661747,44347,44347,219740288,42112,42112,0,0,0,1806045,793,793,867189,95,95
16455,232514228,46436,46436,230707730,45983,45983,219784448,44160,44160,0,0,0,1806498,453,453,867196,7,7
16463,232561273,47045,47045,230754625,46895,46895,219830272,45824,45824,0,0,0,1806648,150,150,867216,20,20
16471,232618901,57628,57628,230811965,57340,57340,219876992,46720,46720,0,0,0,1806936,288,288,867248,32,32
16483,232686269,67368,67368,230878116,66151,66151,219934208,57216,57216,0,0,0,1808153,1217,1217,868330,1082,1082
16492,232764937,78668,78668,230956202,78086,78086,220000128,65920,65920,0,0,0,1808735,582,582,868751,421,421
16497,232843755,78818,78818,231034961,78759,78759,220078080,77952,77952,0,0,0,1808794,59,59,868751,0,0
16502,232922877,79122,79122,231114000,79039,79039,220156672,78592,78592,0,0,0,1808877,83,83,868751,0,0
16512,233007434,84557,84557,231197443,83443,83443,220235520,78848,78848,0,0,0,1809991,1114,1114,869716,965,965
16519,233102258,94824,94824,231292188,94745,94745,220318848,83328,83328,0,0,0,1810070,79,79,869737,21,21
16532,233202330,100072,100072,231390499,98311,98311,220413440,94592,94592,0,0,0,1811831,1761,1761,871426,1689,1689
16539,233307152,104822,104822,231495244,104745,104745,220511616,98176,98176,0,0,0,1811908,77,77,871451,25,25
16546,233413847,106695,106695,231601748,106504,106504,220616192,104576,104576,0,0,0,1812099,191,191,871589,138,138
16553,233525736,111889,111889,231713135,111387,111387,220722560,106368,106368,0,0,0,1812601,502,502,872017,428,428
16560,233638503,112767,112767,231825841,112706,112706,220833792,111232,111232,0,0,0,1812662,61,61,872033,16,16
16568,233753278,114775,114775,231939052,113211,113211,220946304,112512,112512,0,0,0,1814226,1564,1564,872174,141,141
16577,233868448,115170,115170,232053888,114836,114836,221059328,113024,113024,0,0,0,1814560,334,334,872186,12,12
16584,233987713,119265,119265,232172298,118410,118410,221174016,114688,114688,0,0,0,1815415,855,855,872528,342,342
16591,234109658,121945,121945,232294010,121712,121712,221292288,118272,118272,0,0,0,1815648,233,233,872581,53,53
16602,234232964,123306,123306,232416388,122378,122378,221413888,121600,121600,0,0,0,1816576,928,928,873395,814,814
16618,234361584,128620,128620,232542558,126170,126170,221536128,122240,122240,0,0,0,1819026,2450,2450,875717,2322,2322
16626,234500435,138851,138851,232681042,138484,138484,221662208,126080,126080,0,0,0,1819393,367,367,875808,91,91
16634,234648015,147580,147580,232828059,147017,147017,221800576,138368,138368,0,0,0,1819956,563,563,876264,456,456
16641,234804027,156012,156012,232983932,155873,155873,221947392,146816,146816,0,0,0,1820095,139,139,876311,47,47
16650,234962654,158627,158627,233140492,156560,156560,222103168,155776,155776,0,0,0,1822162,2067,2067,877114,803,803
16658,235121582,158928,158928,233299143,158651,158651,222259584,156416,156416,0,0,0,1822439,277,277,877209,95,95
16667,235282223,160641,160641,233459175,160032,160032,222418048,158464,158464,0,0,0,1823048,609,609,877699,490,490
16675,235445107,162884,162884,233620199,161024,161024,222577920,159872,159872,0,0,0,1824908,1860,1860,877960,261,261
16685,235608887,163780,163780,233783204,163005,163005,222738816,160896,160896,0,0,0,1825683,775,775,877975,15,15
16692,235773187,164300,164300,233947364,164160,164160,222901632,162816,162816,0,0,0,1825823,140,140,878033,58,58
16706,235949443,176256,176256,234121798,174434,174434,223065600,163968,163968,0,0,0,1827645,1822,1822,879702,1669,1669
16714,236136538,187095,187095,234308673,186875,186875,223239936,174336,174336,0,0,0,1827865,220,220,879735,33,33
16724,236335979,199441,199441,234506647,197974,197974,223426688,186752,186752,0,0,0,1829332,1467,1467,880848,1113,1113
16732,236536091,200112,200112,234706153,199506,199506,223624576,197888,197888,0,0,0,1829938,606,606,881359,511,511
16746,236746541,210450,210450,234914611,208458,208458,223824000,199424,199424,0,0,0,1831930,1992,1992,883200,1841,1841
16753,236965073,218532,218532,235132981,218370,218370,224032256,208256,208256,0,0,0,1832092,162,162,883283,83,83
16763,237189805,224732,224732,235356736,223755,223755,224250496,218240,218240,0,0,0,1833069,977,977,884032,749,749
16771,237425773,235968,235968,235592331,235595,235595,224474112,223616,223616,0,0,0,1833442,373,373,884306,274,274
16796,237674900,249127,249127,235836997,244666,244666,224709504,235392,235392,0,0,0,1837903,4461,4461,888544,4238,4238
16802,237674900,14260,0,235836997,0,0,224709504,0,0,0,0,0,1837903,0,0,888544,0,0
16812,237696927,22027,22027,235858843,21846,21846,224721408,11904,11904,0,0,0,1838084,181,181,888578,34,34
16819,237719861,22934,22934,235881580,22737,22737,224743040,21632,21632,0,0,0,1838281,197,197,888578,0,0
16827,237748345,28484,28484,235909460,27880,27880,224765568,22528,22528,0,0,0,1838885,604,604,888968,390,390
16834,237786959,38614,38614,235947016,37556,37556,224793216,27648,27648,0,0,0,1839943,1058,1058,889002,34,34
16845,237825887,38928,38928,235985687,38671,38671,224830592,37376,37376,0,0,0,1840200,257,257,889021,19,19
16852,237877368,51481,51481,236037085,51398,51398,224869120,38528,38528,0,0,0,1840283,83,83,889046,25,25
16861,237933042,55674,55674,236092505,55420,55420,224920320,51200,51200,0,0,0,1840537,254,254,889068,22,22
16870,237999735,66693,66693,236158743,66238,66238,224975616,55296,55296,0,0,0,1840992,455,455,889254,186,186
16878,238078819,79084,79084,236237281,78538,78538,225041664,66048,66048,0,0,0,1841538,546,546,889590,336,336
16892,238169889,91070,91070,236327027,89746,89746,225120000,78336,78336,0,0,0,1842862,1324,1324,890624,1034,1034
16905,238273111,103222,103222,236428691,101664,101664,225209600,89600,89600,0,0,0,1844420,1558,1558,891954,1330,1330
16914,238382581,109470,109470,236537651,108960,108960,225311104,101504,101504,0,0,0,1844930,510,510,892284,330,330
16924,238501510,118929,118929,236655721,118070,118070,225419904,108800,108800,0,0,0,1845789,859,859,892848,564,564
16932,238625662,124152,124152,236779697,123976,123976,225537792,117888,117888,0,0,0,1845965,176,176,892884,36,36
16939,238757631,131969,131969,236911350,131653,131653,225661568,123776,123776,0,0,0,1846281,316,316,893052,168,168
16949,238895979,138348,138348,237048959,137609,137609,225793024,131456,131456,0,0,0,1847020,739,739,893595,543,543
16961,239040872,144893,144893,237192799,143840,143840,225930496,137472,137472,0,0,0,1848073,1053,1053,894265,670,670
16974,239193168,152296,152296,237343447,150648,150648,226074240,143744,143744,0,0,0,1849721,1648,1648,895817,1552,1552
16982,239355238,162070,162070,237504273,160826,160826,226224768,150528,150528,0,0,0,1850965,1244,1244,895839,22,22
16989,239524342,169104,169104,237670525,166252,166252,226385024,160256,160256,0,0,0,1853817,2852,2852,896251,412,412
16997,239693917,169575,169575,237839723,169198,169198,226551168,166144,166144,0,0,0,1854194,377,377,896390,139,139
17005,239871186,177269,177269,238013494,173771,173771,226720256,169088,169088,0,0,0,1857692,3498,3498,897234,844,844
17016,240049746,178560,178560,238190821,177327,177327,226893824,173568,173568,0,0,0,1858925,1233,1233,898233,999,999
17026,240234749,185003,185003,238375181,184360,184360,227070976,177152,177152,0,0,0,1859568,643,643,898552,319,319
17034,240426851,192102,192102,238567072,191891,191891,227255168,184192,184192,0,0,0,1859779,211,211,898566,14,14
17041,240629407,202556,202556,238767010,199938,199938,227446912,191744,191744,0,0,0,1862397,2618,2618,899082,516,516
17048,240834367,204960,204960,238971677,204667,204667,227646720,199808,199808,0,0,0,1862690,293,293,899309,227,227
17056,241042880,208513,208513,239179497,207820,207820,227851264,204544,204544,0,0,0,1863383,693,693,899608,299,299
17063,241256577,213697,213697,239390907,211410,211410,228058880,207616,207616,0,0,0,1865670,2287,2287,899679,71,71
17070,241470789,214212,214212,239604679,213772,213772,228269696,210816,210816,0,0,0,1866110,440,440,899846,167,167
17079,241686305,215516,215516,239819879,215200,215200,228483328,213632,213632,0,0,0,1866426,316,316,899912,66,66
17092,241911977,225672,225672,240043574,223695,223695,228698368,215040,215040,0,0,0,1868403,1977,1977,901754,1842,1842
17105,242144646,232669,232669,240274212,230638,230638,228921984,223616,223616,0,0,0,1870434,2031,2031,903623,1869,1869
17116,242383739,239093,239093,240511195,236983,236983,229152512,230528,230528,0,0,0,1872544,2110,2110,904779,1156,1156
17131,242629102,245363,245363,240750452,239257,239257,229389440,236928,236928,0,0,0,1878650,6106,6106,906423,1644,1644
17137,242629102,12604,0,240750452,0,0,229389440,0,0,0,0,0,1878650,0,0,906423,0,0
17149,242649949,20847,20847,240771081,20629,20629,229401344,11904,11904,0,0,0,1878868,218,218,906449,26,26
17156,242677663,27714,27714,240798585,27504,27504,229421824,20480,20480,0,0,0,1879078,210,210,906473,24,24
17162,242705609,27946,27946,240826405,27820,27820,229449088,27264,27264,0,0,0,1879204,126,126,906473,0,0
17167,242736315,30706,30706,240857056,30651,30651,229476736,27648,27648,0,0,0,1879259,55,55,906473,0,0
17172,242767147,30832,30832,240887825,30769,30769,229507200,30464,30464,0,0,0,1879322,63,63,906473,0,0
17177,242800706,33559,33559,240921323,33498,33498,229537792,30592,30592,0,0,0,1879383,61,61,906473,0,0
17186,242835750,35044,35044,240956009,34686,34686,229571072,33280,33280,0,0,0,1879741,358,358,906490,17,17
17194,242881601,45851,45851,241001804,45795,45795,229605632,34560,34560,0,0,0,1879797,56,56,906490,0,0
17206,242934780,53179,53179,241054862,53058,53058,229651200,45568,45568,0,0,0,1879918,121,121,906497,7,7
17216,242995320,60540,60540,241115248,60386,60386,229703808,52608,52608,0,0,0,1880072,154,154,906528,31,31
17223,243068981,73661,73661,241187846,72598,72598,229763840,60032,60032,0,0,0,1881135,1063,1063,906708,180,180
17229,243142920,73939,73939,241261531,73685,73685,229836288,72448,72448,0,0,0,1881389,254,254,906744,36,36
17237,243217307,74387,74387,241335530,73999,73999,229909888,73600,73600,0,0,0,1881777,388,388,907042,298,298
17244,243293476,76169,76169,241411560,76030,76030,229983744,73856,73856,0,0,0,1881916,139,139,907076,34,34
17253,243370427,76951,76951,241488227,76667,76667,230059648,75904,75904,0,0,0,1882200,284,284,907121,45,45
17260,243452182,81755,81755,241566065,77838,77838,230136192,76544,76544,0,0,0,1886117,3917,3917,907191,70,70
17268,243534239,82057,82057,241647842,81777,81777,230213888,77696,77696,0,0,0,1886397,280,280,907279,88,88
17280,243616555,82316,82316,241729994,82152,82152,230295552,81664,81664,0,0,0,1886561,164,164,907286,7,7
17287,243704892,88337,88337,241817985,87991,87991,230377600,82048,82048,0,0,0,1886907,346,346,907444,158,158
17296,243794777,89885,89885,241906832,88847,88847,230465152,87552,87552,0,0,0,1887945,1038,1038,908062,618,618
17308,243886431,91654,91654,241996788,89956,89956,230553856,88704,88704,0,0,0,1889643,1698,1698,908555,493,493
17315,243979179,92748,92748,242088661,91873,91873,230643712,89856,89856,0,0,0,1890518,875,875,908842,287,287
17323,244072196,93017,93017,242181470,92809,92809,230735488,91776,91776,0,0,0,1890726,208,208,908917,75,75
17330,244172342,100146,100146,242281005,99535,99535,230828160,92672,92672,0,0,0,1891337,611,611,909433,516,516
17337,244280014,107672,107672,242384562,103557,103557,230927616,99456,99456,0,0,0,1895452,4115,4115,909879,446,446
17346,244388183,108169,108169,242492257,107695,107695,231031040,103424,103424,0,0,0,1895926,474,474,910165,286,286
17354,244497549,109366,109366,242601066,108809,108809,231138560,107520,107520,0,0,0,1896483,557,557,910622,457,457
17362,244609716,112167,112167,242711768,110702,110702,231247232,108672,108672,0,0,0,1897948,1465,1465,910636,14,14
17369,244723695,113979,113979,242824021,112253,112253,231357824,110592,110592,0,0,0,1899674,1726,1726,910719,83,83
17376,244838021,114326,114326,242938105,114084,114084,231469952,112128,112128,0,0,0,1899916,242,242,910774,55,55
17386,244953389,115368,115368,243053001,114896,114896,231583872,113920,113920,0,0,0,1900388,472,472,910927,153,153
17393,245080888,127499,127499,243180318,127317,127317,231698688,114816,114816,0,0,0,1900570,182,182,911015,88,88
17403,245214616,133728,133728,243313115,132797,132797,231825920,127232,127232,0,0,0,1901501,931,931,911809,794,794
17412,245353325,138709,138709,243450677,137562,137562,231958528,132608,132608,0,0,0,1902648,1147,1147,912843,1034,1034
17420,245500686,147361,147361,243597496,146819,146819,232096000,137472,137472,0,0,0,1903190,542,542,913257,414,414
17440,245663095,162409,162409,243756446,158950,158950,232242688,146688,146688,0,0,0,1906649,3459,3459,916580,3323,3323
17447,245834606,171511,171511,243927877,171431,171431,232401536,158848,158848,0,0,0,1906729,80,80,916591,11,11
17462,246010484,175878,175878,244101893,174016,174016,232572800,171264,171264,0,0,0,1908591,1862,1862,918243,1652,1652
17469,246194124,183640,183640,244284935,183042,183042,232746624,173824,173824,0,0,0,1909189,598,598,918759,516,516
17480,246386835,192711,192711,244475979,191044,191044,232929536,182912,182912,0,0,0,1910856,1667,1667,920311,1552,1552
17489,246586316,199481,199481,244674476,198497,198497,233120384,190848,190848,0,0,0,1911840,984,984,921128,817,817
17502,246792704,206388,206388,244878959,204483,204483,233318784,198400,198400,0,0,0,1913745,1905,1905,922928,1800,1800
17516,247006194,213490,213490,245090584,211625,211625,233523072,204288,204288,0,0,0,1915610,1865,1865,924543,1615,1615
17541,247230214,224020,224020,245309857,219273,219273,233734528,211456,211456,0,0,0,1920357,4747,4747,929022,4479,4479
17549,247455005,224791,224791,245534237,224380,224380,233953664,219136,219136,0,0,0,1920768,411,411,929078,56,56
